,game,comment,username,confidence
1083,Conan Exiles,"Recommandè car : Graphiquement, il est magnifique, les textures ont été travaillé à fond, la carte est très très grande. L'histoire est assez complexe, le ""but"" reste de survivre. Le côté immersif est total, que ce soit les animaux, les exilés ou même les différentes communautés de PNJs, les ennemis sont nombreux et cohérents avec l'univers sans pour autant que l'IA soit complètement stupide. Le jeu est moddable, la communauté est présente pour pimenter vos sessions Solo/Co-Op et même avec des mods le jeu reste stable (pas de grosse chute de fps, ni de ralentissement)
Non recommandè car : les chargements sont longs, les serveurs en ligne sont pleins en permanence (malgré le fait que Funcom continue d'en ajouter), certains ennemis sont impossibles à tuer seul (les boss bien sûr, mais pas que) il vous faudra de l'aide et sur les serveurs PvPs c'est même pas la peine d'espérer en trouver.Pourquoi recommander ce jeu au final : Tout vous fera penser à l'univers de Conan, il est juste énorme à jouer même en Solo/Co-Op, il ne faut pas se focaliser sur les serveurs aux places limiter. Il est magnifique, les bugs ne sont pas nombreux et ceux qui sont présents n'ont rien de gênant. Le monde est aussi riche que son histoire, l'aspect customisation du personnage, ses compétences et ces aptitudes sont très bien fait.",Thibault0912,LOW
1084,Conan Exiles,"Bonjour à tous,Je suis assez déçu de voir la note de 13/20 que le journal lui a attribué. Comme le font remarquer plusieurs joueurs, la personne qui l'a testé ne l'a certes pas joué une centaine d'heures ( 150 heures pour moi) et ne l'a pas parcouru comme il se doit.En effet Conan Exile est une pure réussite pour moi, le monde est vaste, immense; dangereux et je suis désole mais il est très beau. Tout ceci accompagné d'une bande son parfaite qui nous fait rentrer dans une immersion totale.
Les secrets à découvrir, les moindres grottes ou cavernes puis des donjons où nous ne savons pas où nous mettons les pieds avec la lueur de notre torche et en comptant sur notre équipement durement travaillé pour nous aidé à avancer et à survivre.Tout est bon, tout est bien tout est beau dans Conan, nous sommes libres d'aller où bon nous semble, de bâtir une petite maison au bord de l'eau turquoise dans un canyon près du désert ou une belle demeure près d'un loch plus au nord, tout en chassant divers animaux et en récoltant vivres et ressources pour grandir.Le système d'esclave est tout simplement une nouveauté qui apporte son lot de jouissance même si il subsiste encore quelques bugs à ce sujet qui forte heureusement ne gâche rien au plaisir.
J'ai acheté Conan sans trop savoir dans quoi je me lançais car je n'avais vu que l'Early qu'en vidéo et je n'avais jamais joué à un jeu de survie et franchement Conan exile est ma dope et il se restera un bon moment comme à l'époque un Skyrim qui m'a valu de belles nuits blanches.
Je le recommande vivement comme pour les plus expérimentés comme au nouveaux qui souhaitent découvrir...Foncez!!!",Sndo82,LOW
1085,Conan Exiles,Surprenant et jouissif en évolution permanente depuis la sortie vous en aurez pour votre argent dans cette immense aventure multi ou solo. Le rendu photo réalistes et les éclairages sont magnifiques le gameplay génial et les constructions sont hypers aboutis. N'hésitez pas a tenter l'aventure sur PC et ne vous fiez pas au test tronqué de jvc!,sebasto13,LOW
1086,Conan Exiles,"Je suis un accro à ce jeu j'y joue depuis sa sortie en Beta, il y a 3 ans. Il y a des bugs et des choses à revoir en pvp 1 vs 1 mais c'est du tout bon,  ARK est fade à coté.
La on a de quoi faire ce que l'on veut avec qui on veut.",Silverman05,LOW
1087,Conan Exiles,"Je donne 20/20 pour compenser la note pourrit de JV.com. La première chose que j'ai à dire c'est : ENFIN! Enfin un jeu de survival en 3e personne! Sérieusement, il était temps! Tous les jeux de survie sont en 1ère personne et bien que j'adore les jeux de survie, l'aspect 1ère personne me dérangeait toujours un peu... Donc, MERCI d'avoir fait ce jeu en 3ème personne. Ensuite, ce jeu est énorme. Je commence à peine cette aventure (J'ai environ 10h-15h de jeu) et il m'en reste énormément à découvrir sur ce vaste et hostile territoire. On commence le jeu pratiquement entièrement nu(e), digne d'un réel concept de survie. Les possibilités de crafting ressemble beaucoup à 7 Days to Die, comme débloquer les niveaux et compétences pour fabriquer de nouveaux objets/armes/ateliers. Un mode de construction simple et plein de possibilités! Pour un survival de graphique réaliste, le résultat est superbe et efficace! Surtout quand on prend en compte que le jeu se joue en 3ème personne. Les paysages et les décors sont sublimes malgré qu'on n'est pas dans Horizon Zero Dawn. Mais les montagnes, le désert, les nombreux temples et giga-structures sont impressionnantes et agréable à explorer. Bien sûr, comme tout jeu de cette taille il y a des bugs, tout comme Ark. Mais à part quelques bugs occasionnels, ça n'affecte en rien les possibilités et le gameplay en soi. Je pourrais élaborer davantage mais chose certaine : ce n'est que mes débuts à ce jeu dont je risque de mettre plusieurs heures. J'adore construire dans les survival et ce jeu vous donne la possibilité simple et efficace de vous faire une forteresse de quelques étages, avec des pièces pour chaque utilité, et comme vous semble! Vous pouvez vous faire un jardin pour faire pousser différentes plantes qui vont permettront de faire plusieurs types de potions. Bref, un jeu plein de possibilités digne d'un survival, un gameplay 3ème personne que j'adore, un système de combat simpliste mais mieux élaborer que les jeu 1ère personne où on ne peut pas vraiment faire de combo etc... Un jeu qui vaut grandement une belle note!",darkrisis23,LOW
1088,Conan Exiles,"ai-je vraiment besoin de dire pourquoi je met 20/20 ?
oui c'est parce qu'on peut pas mettre plus...
non mais sans déconner ,c'est une pépite
c'est en me rendant compte qu'on pouvait faire en sorte de mettre des danseur qui danse pour moi H24 que j'ai décider de mettre 210000/20 au jeu
c'est tout
après c'est codé avec le c.. mais c'est tellement drôle
je le recommande au gens qui joue entre potes
une aventure cuir moustache",Rebornucasualou,LOW
1089,Conan Exiles,Conan exil . Très bon jeux de survie et de crafting . Tout comme ark le principe est le même.  Sauf que la si on veu explorer on ce fais moin attaqué par des créatures ou autres . Le moteur du jeux est très bon . On peu intervertir deux vues . Vue gps ou 1ere personne . Ce qui est un + par rapport à ark car très réussi dans les deux cas . Les défauts.. le jeux bloqué les lol au lol 60 ce qui cause problèmes pour apprendre les engrammes car si on dépense tout pour la construction et les armes vous aurez plus rien pour apprendre le reste . Ducoup un loupé énorme pour les développeurs.  Sinon Conan exil est un très bon jeux sois de survie . Pvp ou pve  . Ou les trous en même temp pour les plus téméraires . Je le conseil avec modération car si vous avez moins de 18 ans ce jeux risque de poser problème car la nudité totale est possible . Mon avis en globalité est positive . J'attend les prochaines maj (ps4),Chienfou18,LOW
1090,Pillars of Eternity 2 : Deadfire,"Après ma première run, j'avais mis 18/20 sur senscritique et maintenant que j'ai repris le jeu sur ma deuxième run avec de nouveaux choix, de nouveaux build radicalement différents et dans le but de faire les DLC en plus. WOW. J'aime ce jeu, son ambiance sonore, son visuel, son gameplay, son level design, ses combats.
En plus on n'apprend des choses sur POE I et II via les DLC (en tout cas le premier que j'ai fait)Une note rapidement expliquée juste pour témoigner de mon amour envers la franchise.",___Ultima___,LOW
1091,AO International Tennis,"Vraiment un super jeu de tennis 
je l'ai sur Xbox One X et il est optimisé pour ! ce qui fait qu'il est très beau en + 
la jouabilité est fun et plutot facile d'accès, les graphismes sont beaux, on peut personnaliser les joueurs, ce qui fait que même ceux sans licences sont la, en effet j'ai été étonné de déjà jouer contre Djokovic en ligne  
Le jeu est plutot posé, et que ce soit contre l'IA ou en multi on doit chaque fois varié ses tactiques en cours de jeu pour gagner !
le multi sur One fonctionne impec, on y trouve facilement des joueurs et il ets vraiment plaisant, pour le moment beaucoup de débutants donc même si on perd au début, on apprends vite a le maitriser quand meme, même en multi !
Voila, pour moi c'est un 20 pour le plaisir de jeu, la durée de vie et surtout qu'il est du genre de jeux addictifs qu'on adore, genre qu'on a toujours envie de jouer une dernière partie et qu'on le lache plus, signe des jeux prenant même s'il a des défauts 
si vous hésitez, foncez, enfin du tennis sur consoles , ça fait un bien fou",RockyLukaku,
1092,AO International Tennis,"Enfin un jeux de tennis sur Ps4 et quel bonheur niveaux gameplay un pur plaisir , niveau personnalisation c'est génial de plus il y a souvent des mises à jours cela veut dire que ce jeux va s’améliorer d'avantage, par contre je ne sais toujours pas comment faire des playface si on peut m'aider je suis preneur  .",outblast64,LOW
1093,AO International Tennis,"Je n'aime pas les notes alors…voilà si j'en met pas ils mettent zéro d'office?Alors 20Pour moi AO International tennis, depuis la toute dernière mise à jour, a définitivement dépassé Top Spin 4.
J'ai peut-être tord de comparer mais disons que certaines qualités de ao tennis mon fait prendre conscience de certains défauts de top spin 4 que je prenais pour des qualités à l'époque (et qui l'étaient alors effectivement).
De plus c'est un avis personnel mais que peut-on partager d'autre?
Enfin je terminerai par dire que j'étais un fan de top spin et fais parti de ceux qui n'en pouvaient plus d'attendre.Top spin était un super jeu mais trop scripté (20 partout en défense contre 20 partout en attaque... Ça en devenait un peu ridicule)
Enfin c'est tjs idiot de comparer et ça dans tous les domaines... Alors oups désolé pour les froissés mais c un ex de top spin qui vous parle.Pour finir par ce qui aurait dû être au départ et ce sans comparaison nécessaire :
AO TENNIS est un jeu devenu profondément tactique et stratégique, où les matches sont différents à chaque fois pour peu qu'on commence à maîtriser un peu le jeu.
Il m'arrive de perdre et d'être féliciter par mon adversaire ou lycée de Versailles...car les matches peuvent être vraiment intenses et pleins de rebondissements.
Alors Bravo à Big Ant et bravo à toute une partie de la communauté qui à essuyer les plâtresBon plaisir à tousPs arrêtez de quitter à cause des services où je ne sais quoi car maintenant rien n'est inéluctable
Il y a tjs une solution ( varier ces retours, courts longs précis, en avant ,en arrière…coupés pour avoir plus de temps,liftés à plats...).
De plus comme tjs c'est en perdant qu'on apprend le plus.
Et si besoin faites vous un Perso a 99 pour contrer les petits malins. Mais en général ceux-ci ne savent pas joué, donc pas d'inquiétude.",padpanique,LOW
1094,Batman : The Enemy Within - Episode 3 : Masque brisé,Un jeu excellent et aussi car le seul gus ki a noter lui a mit une note pathetique. Je suis ecoeurer de voir du monde sous noter des jeux aussi bon quand eux meme ne connaissent pas la serie,poseidonqc,LOW
1095,Naruto x Boruto : Ninja Voltage,"Le jeu est incroyable et le commencement c est amélioré au fil du temps donc le statut est vraiment sympa jeu que je conseille énormément je m amuse depuis plus d un an dessus deux points à noter qui sont les seuls défauts :-les shinobite sont dur à acquérir hors évent
-jeu avec un creux au bout du niveau 20 a peu près car plus beacoup de chose a faire",otariefr,LOW
1096,Star Wars : Battlefront II,"Au regard du nombre d'avis négatifs que je trouve injustes et aveuglés par la nostalgie des premiers battlefront, je mets la note de 20. Même si je pense qu'il mérite un 16 ou un 17. Le contenu solo n'est pas très consistant, mais a le mérite d'être là et est de plutôt bonne qualité (à part l'IA qui est parfois ridicule). Mais le solo n'a jamais été un point fort des premiers BF... passons. Oui les graphismes sont magnifiques mais pas que, il y a aussi énormément de soin et de détails apporté au jeu ( quelques dialogues entre héros quand on ne s'y attend pas, petites scenes en début et fin de parties, map pleines de pnj qui fuient...) . Le multi quant à lui assez riche et contient des modes de jeux intéressants, et qui sont d'ailleurs extrêmement immersifs. Assaut galactique, suprématie capitale, affrontements héroiques, et même chasse ewok je trouve le concept cool. En bonus, il est régulièrement complété par du nouveau contenu gratuit... les seuls défauts que je pourrais énoncer sont l’absence de batailles à 64 joueurs, et la présence de micro-transactions, mais il faudrait faire ce reproche à tous les autres jeux du genre... D'ailleurs, le jeu n'est plus du tout un pay to win contrairement au moment de sa sortie. Bref. Une belle réussite malgré son lancement désastreux. A mon avis, il enterre maintenant complètement ses aînés.",StarlordXFR,LOW
